"Color (R, G, B)",Count
"(np.int64(142), np.int64(134), np.int64(117))",20
"(np.int64(183), np.int64(179), np.int64(169))",20
"(np.int64(46), np.int64(44), np.int64(39))",19
"(np.int64(217), np.int64(214), np.int64(207))",16
"(np.int64(92), np.int64(82), np.int64(72))",15
"(np.int64(108), np.int64(102), np.int64(92))",2
"(np.int64(141), np.int64(136), np.int64(123))",1
"(np.int64(163), np.int64(67), np.int64(127))",1
"(np.int64(130), np.int64(50), np.int64(95))",1
