"Color (R, G, B)",Count
"(np.int64(198), np.int64(196), np.int64(192))",48
"(np.int64(108), np.int64(87), np.int64(74))",47
"(np.int64(54), np.int64(45), np.int64(40))",46
"(np.int64(144), np.int64(140), np.int64(123))",43
"(np.int64(175), np.int64(172), np.int64(166))",36
"(np.int64(217), np.int64(216), np.int64(213))",3
"(np.int64(73), np.int64(98), np.int64(111))",1
"(np.int64(164), np.int64(160), np.int64(144))",1
