"Color (R, G, B)",Count
"(np.int64(152), np.int64(148), np.int64(145))",31
"(np.int64(57), np.int64(54), np.int64(54))",16
"(np.int64(109), np.int64(95), np.int64(83))",13
"(np.int64(205), np.int64(194), np.int64(200))",4
"(np.int64(165), np.int64(163), np.int64(161))",4
"(np.int64(135), np.int64(126), np.int64(116))",3
"(np.int64(8), np.int64(10), np.int64(14))",2
"(np.int64(202), np.int64(79), np.int64(77))",1
"(np.int64(114), np.int64(139), np.int64(191))",1
